transcript_id	gene_name	known_status	single_exon	pval	qval	esti_log2FC	mean_obs_control	mean_obs_condition
ENST00000461436.1	MBNL1	1	0	1.0391813218003871e-5	8.839012221903692e-4	1.0204408346528795	7.99515265155119	9.01559348620407
ENST00000380861.6	WWC3	1	0	1.0423917445169817e-5	8.856533037271932e-4	-0.7014022453078373	10.690377094153513	9.988974848845674
ENST00000615575.2	FAM228B	1	0	1.0461790281890742e-5	8.878911031191881e-4	1.4872357349337597	5.3628715022558096	6.850107237189569
ENST00000262219.8	ANXA13	1	0	1.0484402059412512e-5	8.8883019529449e-4	-2.901912510615107	7.11812164963689	4.216209139021782
ENST00000392045.5	SP140	1	0	1.0525585069295303e-5	8.913398920562647e-4	6.314853416719954	-1	5.314853416719954
ENST00000411702.5	RNF213	1	0	1.0565519198889461e-5	8.937384300801253e-4	-1.283096271165664	8.541534383520816	7.25843811235515
ENST00000532085.1	SLC37A4	1	0	1.0745760355540574e-5	9.079872611289206e-4	-1.9028791546084374	6.721744226751421	4.818865072142982
ENST00000342526.5	AGMO	1	0	1.0798878609598303e-5	9.114750863279042e-4	-1.5185474961361132	6.788869408117904	5.27032191198179
ENST00000262348.6	WLS	1	0	1.0848242525204797e-5	9.146387347893644e-4	1.032090226752153	8.673412898834632	9.705503125586784
ENST00000405885.4	IRF1	1	0	1.0868566411857255e-5	9.153497119097768e-4	0.9253220718991488	8.161415794653028	9.086737866552175
ENST00000431473.3	RIMKLA	1	0	1.0961644107730213e-5	9.221797579024574e-4	-1.9803765971198217	6.177438886210821	4.197062289090998
ENST00000264183.5	ARID4B	1	0	1.0988331181911653e-5	9.234156871070014e-4	-0.9953927582386884	10.205557763570804	9.210165005332113
ENST00000553964.3	CALM1	1	0	1.1023869674898407e-5	9.253919476168535e-4	1.2464160393601746	6.277564707842434	7.523980747202609
MSTRG.4586.2	MSTRG.4586	0	0	1.1040499866359038e-5	9.257783858526359e-4	0.8404372300799576	9.031590164209693	9.872027394289649
MSTRG.18862.1	MSTRG.18862	0	1	1.1107492875878181e-5	9.30382458222497e-4	1.6488146346791575	4.799416206758972	6.448230841438129
ENST00000321757.8	MAT2B	1	0	1.115895744036054e-5	9.336772466159057e-4	-0.7015429314857435	10.779053976861109	10.077511045375363
ENST00000412427.1	RP11-380J14.1	1	0	1.1190334798573516e-5	9.352859954286575e-4	2.5039128595933176	4.3420780967202	6.845990956313517
ENST00000222120.5	RAB3D	1	0	1.1308159708589221e-5	9.42001859683569e-4	-1.078563051829137	8.458663191185607	7.380100139356471
ENST00000564163.3	ARPP19	1	0	1.1315348679864964e-5	9.42001859683569e-4	1.4179591854635325	5.987286211475124	7.405245396938657
ENST00000348502.8	ACSL4	1	0	1.1317224793377094e-5	9.42001859683569e-4	1.101300062676527	8.681774002699965	9.783074065376493
MSTRG.11941.1	MSTRG.11941	0	1	1.1319637296949757e-5	9.42001859683569e-4	4.289030768938036	0.8143488722789187	5.103379641216955
ENST00000372797.5	CAP1	1	0	1.1396714161483222e-5	9.473128232081436e-4	0.7322356875580064	10.241829573780253	10.974065261338257
ENST00000226230.7	TMEM97	1	0	1.1408069775568666e-5	9.473128232081436e-4	-0.6442303017525766	11.681108661522142	11.036878359769563
ENST00000464685.1	MITD1	1	0	1.1596081720620915e-5	9.618874812588751e-4	-1.7494108297245055	6.446372173799673	4.696961344075166
ENST00000471654.1	KLHL29	1	0	1.1615761674398623e-5	9.624827625513271e-4	1.5884314520396443	5.638433761874	7.226865213913644
ENST00000618412.2	GTF2IP1	1	0	1.1630304857676069e-5	9.626515882035815e-4	-1.2299051365879594	8.335791295559158	7.105886158971198
ENST00000375225.5	UBR4	1	0	1.1775634385736901e-5	9.736337358870778e-4	1.8570791454607682	8.402245398628738	10.259324544089507
ENST00000367342.6	C1orf106	1	0	1.179283082419251e-5	9.74009375916166e-4	-0.7171414652954825	10.673229544453509	9.956088079158025
ENST00000353788.6	SNX16	1	0	1.1807519883485354e-5	9.741773398403561e-4	-6.777393023198285	5.777393023198288	-1
ENST00000372336.3	ZCCHC24	1	0	1.1820541062472519e-5	9.742074832611853e-4	1.2120961308533562	8.898952295112279	10.111048425965633
ENST00000478294.1	RP13-463N16.6	1	0	1.1928374405318953e-5	9.820432904793978e-4	2.160053735629605	5.273068012467113	7.433121748096718
MSTRG.10329.6	MSTRG.10329	0	0	1.1967515195951841e-5	9.842130526055393e-4	6.72525508610495	-1	5.72525508610495
ENST00000480814.3	B4GALT4	1	0	1.2126001609665613e-5	9.95452103087278e-4	-1.4207332873521972	8.198508087947488	6.77777480059529
ENST00000397638.4	PRMT2	1	0	1.2130039787155472e-5	9.95452103087278e-4	0.9667798212412405	8.309446912061665	9.276226733302902
ENST00000460124.3	AKR1C2	1	0	1.2143681381638709e-5	9.955102893657113e-4	-2.113071829515834	11.594481465015729	9.481409635499892
ENST00000557604.1	GNPNAT1	1	0	1.2185825853762383e-5	9.979024646224117e-4	1.2292662112024497	6.676648851377642	7.9059150625800925
MSTRG.8259.1	MSTRG.8259	0	0	1.2200054587758623e-5	9.98005953243247e-4	1.085859173751546	7.193403872646452	8.279263046397997
ENST00000535926.2	CHPF	1	0	1.2251700690784977e-5	0.0010011668408434768	1.2723465732935495	8.471934644322136	9.744281217615686
ENST00000311320.6	RIN1	1	0	1.240517186412912e-5	0.0010126329953182049	1.3880730448099003	8.319503397138712	9.70757644194861
ENST00000375003.4	HP1BP3	1	0	1.2439622701861892e-5	0.0010143695304250242	-1.3899638817985416	9.89814668153617	8.508182799737629
ENST00000379965.5	TRIM22	1	0	1.2466506664006017e-5	0.0010154860142594616	2.3076238558841204	5.523122127809696	7.830745983693816
MSTRG.13048.1	MSTRG.13048	0	0	1.2495841585556699e-5	0.0010167995747689196	2.243816855241655	3.9506735270610442	6.194490382302699
ENST00000533205.3	RTN4RL2	1	0	1.2510314256130469e-5	0.0010169022814088228	-5.361928055284897	5.0364887896841966	-0.3254392656007033
MSTRG.4841.3	MSTRG.4841	0	0	1.2538575048668432e-5	0.001018124358144884	-1.5325654771269412	8.377936458343179	6.845370981216236
MSTRG.19688.8	MSTRG.19688	0	0	1.263077942350984e-5	0.001023402434684284	-1.7266652994162424	7.128882515719895	5.402217216303653
ENST00000380527.2	RRAGA	1	1	1.263195989519902e-5	0.001023402434684284	0.6358416264495186	10.83345528726638	11.469296913715898
ENST00000258201.6	FHOD1	1	0	1.2649834127712021e-5	0.001023402434684284	0.9060414605396091	10.353798561090185	11.259840021629795
ENST00000340736.8	LPHN1	1	0	1.265675614559464e-5	0.001023402434684284	-1.6539124723012613	7.068578303955897	5.414665831654635
MSTRG.13965.10	MSTRG.13965	0	0	1.2693864378550358e-5	0.0010253259163354362	-1.0004598582897897	9.273650421520616	8.273190563230825
MSTRG.12785.9	MSTRG.12785	0	0	1.2741559110053239e-5	0.0010280995761158995	-7.820212533732549	6.820212533732551	-1
ENST00000497050.3	ELOVL1	1	0	1.2920614838128152e-5	0.0010414556737116133	0.8469983239821273	8.591476444759211	9.438474768741338
MSTRG.17083.12	MSTRG.17083	0	0	1.2964335509626822e-5	0.0010436930427090122	1.5756285093790987	7.135294418304126	8.710922927683225
ENST00000313115.8	ATOX1	1	0	1.2975489326325067e-5	0.0010436930427090122	0.6763624763563113	10.231096375426663	10.907458851782975
ENST00000443841.4	FOSB	1	0	1.2998475781136385e-5	0.0010444505952030643	1.2660814633848856	8.157063470596672	9.423144933981556
MSTRG.3006.3	MSTRG.3006	0	0	1.3049007239391903e-5	0.0010474175498088327	-0.9871792905041772	8.749611421160388	7.76243213065621
ENST00000324364.3	CCDC121	1	0	1.3063526270052925e-5	0.001047490689260275	-1.351070379996094	7.251845611522738	5.900775231526643
MSTRG.7.1	MSTRG.7	0	0	1.3105001171944288e-5	0.0010497228670268007	-0.877263967203426	9.469022517315455	8.591758550112026
ENST00000532383.3	EIF4G2	1	0	1.3219642264778353e-5	0.0010578049923241615	-0.8057162659109464	9.802984244081657	8.99726797817071
ENST00000367128.5	FAM72A	1	0	1.3292310664337717e-5	0.0010625152627297242	-0.8335573574457175	9.581131365875535	8.747574008429817
MSTRG.11749.1	MSTRG.11749	0	0	1.3344183387476899e-5	0.0010655551915122502	5.105910927016589	-0.24010822373569182	4.865802703280898
ENST00000366971.6	FLVCR1	1	0	1.3394999543567483e-5	0.0010679306822794917	-1.0620227920591554	10.058116713585683	8.996093921526526
ENST00000373666.4	DAW1	1	0	1.3401678931135132e-5	0.0010679306822794917	2.0542800655144524	4.989122833399439	7.043402898913891
ENST00000262510.8	NLRC5	1	0	1.3436462901752984e-5	0.001069595247971292	2.6754176868108126	5.909706323278452	8.585124010089265
ENST00000613196.2	CASP4	1	0	1.361917159624785e-5	0.0010818289333227292	1.8721364203697597	5.8661883409498286	7.738324761319588
ENST00000502904.3	HNRNPH1	1	0	1.3631575559805638e-5	0.0010818289333227292	-0.893542923745804	9.62980254773438	8.736259623988575
ENST00000520913.1	PVT1	1	0	1.3632306602271423e-5	0.0010818289333227292	1.568579938346403	5.135527321277568	6.704107259623971
ENST00000264852.6	SIDT1	1	0	1.3688441623437697e-5	0.0010845219265758032	-4.337252342051481	5.483178589093688	1.1459262470422056
ENST00000368706.6	S100A16	1	0	1.3694419276299163e-5	0.0010845219265758032	0.6664478842120213	11.718930080095292	12.385377964307311
ENST00000616828.2	LARP4	1	0	1.3746527837657121e-5	0.0010875297773477208	7.318803110224538	-0.2775429940865357	7.041260116138004
ENST00000254322.2	DNAJB1	1	0	1.3944729073271862e-5	0.0011020774228678112	-0.596663807317356	12.162433844307682	11.565770036990324
ENST00000348108.6	MYL6	1	0	1.3974552618962782e-5	0.0011033016789229724	1.4027853685641933	7.055025748621474	8.457811117185667
ENST00000338910.6	PSPC1	1	0	1.4037022101633642e-5	0.0011070982072924722	-2.3983877425212436	8.995013756715649	6.596626014194403
ENST00000389900.6	RNF216	1	0	1.4069384696820628e-5	0.0011085148677657745	-6.336921316906654	5.336921316906657	-1
ENST00000306107.7	ALCAM	1	0	1.4204155367371942e-5	0.0011179890262926278	0.5989288664092058	11.92437513573367	12.523304002142872
ENST00000378959.6	RPP25L	1	0	1.428301240184307e-5	0.0011230474419373585	0.8679834391286141	8.614336165464225	9.48231960459284
ENST00000456793.1	OST4	1	0	1.4411106025464119e-5	0.0011316465266520274	0.5989653177450962	11.646809928080858	12.245775245825953
ENST00000297258.8	FABP5	1	0	1.4421778487673446e-5	0.0011316465266520274	0.5902941872320008	11.710504184757529	12.30079837198953
ENST00000373004.3	SRPX2	1	0	1.4457593919618883e-5	0.0011324733848538677	2.099695506664777	5.827704383358184	7.92739989002296
ENST00000530401.3	FBXO3	1	0	1.446173970551401e-5	0.0011324733848538677	-1.839671650221841	7.299688789012404	5.460017138790562
ENST00000222584.5	SP4	1	0	1.454851263344886e-5	0.0011381106270172694	-1.2106330847172018	7.823430695928295	6.612797611211092
ENST00000392054.5	PID1	1	0	1.4600488279634474e-5	0.0011410170419303785	6.397047540552289	1.5635182637960547	7.960565804348344
ENST00000219070.6	MMP2	1	0	1.4667301777680948e-5	0.0011450759522723592	2.965917085062957	6.101843257570502	9.067760342633457
ENST00000379883.2	DDX58	1	0	1.4717714875558692e-5	0.001147847556206567	1.2472587029035878	8.333939235986332	9.581197938889918
MSTRG.25726.9	MSTRG.25726	0	0	1.474181443313105e-5	0.001148563410545677	-8.548007455249031	11.488856915082852	2.940849459833818
ENST00000302274.5	ELOVL6	1	0	1.4790002252935928e-5	0.0011511526829365512	0.6644326882951895	10.393921955625588	11.058354643920776
MSTRG.1323.2	MSTRG.1323	0	0	1.4877349732121398e-5	0.0011567815659894029	-0.965054612234967	9.313465484253555	8.348410872018587
ENST00000294889.5	C1orf115	1	0	1.5081148726241997e-5	0.001171444586780959	-1.6931820312074175	8.722235383666947	7.029053352459527
ENST00000215957.8	MICALL1	1	0	1.5288410302435768e-5	0.001186346733720361	0.9299945236350264	8.685798570270675	9.6157930939057
MSTRG.7818.2	MSTRG.7818	0	0	1.5450232174719696e-5	0.0011963678402690347	1.6615345073120675	6.9805075627148465	8.642042070026914
ENST00000306279.3	ATOH8	1	0	1.5454297980105588e-5	0.0011963678402690347	1.3113781070654247	6.416270567331717	7.727648674397141
ENST00000485928.3	PHC2	1	0	1.5464177625364585e-5	0.0011963678402690347	1.8279882255121471	5.853271726793073	7.6812599523052185
ENST00000223023.4	WASL	1	0	1.586004359854626e-5	0.0012257616225755978	-0.8467581820575621	10.761478471404487	9.914720289346922
ENST00000351933.6	PATZ1	1	0	1.5885681961232183e-5	0.0012265116753558372	-0.9621238787397639	9.21352044795475	8.251396569214984
MSTRG.22488.4	MSTRG.22488	0	0	1.6097378158347713e-5	0.0012411386080799145	-0.9697262346662714	9.507472439293386	8.537746204627114
ENST00000600741.1	HNRNPL	1	0	1.6107375832675145e-5	0.0012411386080799145	1.6834801684008893	5.897334035273033	7.5808142036739214
ENST00000596243.3	TBC1D17	1	0	1.642567789148277e-5	0.0012643994070526694	-1.5941075570108398	6.816125276832748	5.222017719821908
MSTRG.3829.3	MSTRG.3829	0	0	1.6471385503101296e-5	0.0012666511906815469	-4.723284294094487	8.029298734739733	3.3060144406452454
ENST00000473989.5	UBN2	1	0	1.6505818453187905e-5	0.001268032322426193	-0.8856659459493952	9.092815591930393	8.207149645980996
ENST00000600947.3	BCL2L12	1	0	1.6652784429695298e-5	0.0012780472453087289	6.1373192927951745	0.28913765056026725	6.426456943355442
MSTRG.26577.17	MSTRG.26577	0	0	1.6711079227466032e-5	0.001281243770610212	-8.466656446690866	7.46665646880914	-0.9999999778817295
ENST00000509541.3	GCLC	1	0	1.6731867616628525e-5	0.0012815611676867801	-1.6000141515869635	7.201495018289022	5.601480866702057
ENST00000302251.7	PDGFD	1	0	1.6997057158633756e-5	0.0013005789949305671	-1.416603645464345	8.142095199396538	6.725491553932192
ENST00000265807.5	SH2D4A	1	0	1.706367469445978e-5	0.0013043798281583221	0.661143099376127	10.430084813207602	11.091227912583726
ENST00000523471.3	MTUS1	1	0	1.7107256173168792e-5	0.0013064139468670776	-5.7116254906047494	4.71162549060475	-1
MSTRG.27692.15	MSTRG.27692	0	0	1.7147277432272028e-5	0.0013081724230961384	-1.4382147644110495	7.000314626185347	5.562099861774296
ENST00000206020.5	SPAG7	1	0	1.7167231436013783e-5	0.0013083979943069634	0.670150769322236	10.193713721510711	10.863864490832947
ENST00000434472.4	CD44	1	0	1.722769393344105e-5	0.0013117074143565693	1.290679370946672	7.1402031889588455	8.430882559905516
ENST00000219345.7	PLA2G15	1	0	1.7368523664425225e-5	0.0013211233657277278	0.9335683578025353	7.892642531835916	8.82621088963845
ENST00000622803.2	NBPF8	1	0	1.7446526071755198e-5	0.0013257465325029613	0.9833351936920509	7.644972877130338	8.628308070822388
ENST00000586397.3	PRKAR1A	1	0	1.7471362998965816e-5	0.00132632456565226	1.1834222757179484	7.494138906327984	8.677561182045931
ENST00000524411.3	AASDHPPT	1	0	1.82006459886425e-5	0.0013795178138249799	6.581439079995107	-1	5.581439079995109
MSTRG.27971.4	MSTRG.27971	0	0	1.8207907541813523e-5	0.0013795178138249799	0.7550243001669835	9.535012480343138	10.29003678051012
ENST00000367009.2	HHAT	1	0	1.830139699468125e-5	0.001385237597305387	2.059930691639299	6.021433640038061	8.081364331677358
MSTRG.18138.11	MSTRG.18138	0	0	1.8340008242487145e-5	0.0013867964778800912	-2.2989812436656134	9.110128255248673	6.811147011583058
ENST00000239231.6	PANK3	1	0	1.8401900799495497e-5	0.0013890919204880188	-0.6000120212671692	11.904327478200889	11.30431545693372
ENST00000558912.1	C15orf52	1	0	1.840645594005715e-5	0.0013890919204880188	2.195896771432465	3.9598037653100566	6.155700536742522
MSTRG.6195.25	MSTRG.6195	0	0	1.846848923236688e-5	0.0013923785262566853	2.208325776444786	3.623326532521681	5.831652308966468
ENST00000581182.1	PRR11	1	0	1.8501036950771068e-5	0.0013923785262566853	5.256278206445824	0.11474458671089509	5.37102279315672
ENST00000296388.7	LEPRE1	1	0	1.8504270527048196e-5	0.0013923785262566853	0.9125972747343198	8.686267075925766	9.598864350660087
ENST00000396751.4	ILK	1	0	1.856889404445116e-5	0.0013958767156833172	1.4589638332704995	6.321070642652333	7.780034475922832
MSTRG.14780.9	MSTRG.14780	0	0	1.8590547694547328e-5	0.0013961410633006532	1.1914739866192467	9.265081919371331	10.456555905990578
ENST00000497044.3	KIAA1598	1	0	1.874408692767715e-5	0.0014062997850212513	-1.1198637419093436	10.57680375443034	9.456940012520995
ENST00000232375.5	PFKFB4	1	0	1.8912639060006286e-5	0.0014175639892133438	0.8156637601826763	8.70479742666425	9.520461186846925
MSTRG.3958.5	MSTRG.3958	0	0	1.9006075439149567e-5	0.0014231815847076034	-5.187760118953187	4.887032840529664	-0.3007272784235229
ENST00000594581.3	STRN4	1	0	1.9074555867405525e-5	0.001426921367352065	-1.3074265631652235	7.657795780218719	6.350369217053494
ENST00000464132.1	MCL1	1	0	1.9173770238746787e-5	0.0014329507880271957	0.7960231439339428	8.977248059557153	9.773271203491095
ENST00000493057.1	HECW1	1	0	1.9211170378771783e-5	0.001433214030450081	1.5614542061875014	5.009459182097718	6.570913388285218
ENST00000465301.2	RGAG1	1	0	1.9214530046955372e-5	0.001433214030450081	5.552188418142869	0.28582460235477464	5.8380130204976455
ENST00000258412.5	TMBIM1	1	0	1.9396463059859166e-5	0.0014453838692727774	0.6242425071622215	10.937384621237172	11.561627128399392
ENST00000379238.3	UBAP2	1	0	1.971753118004449e-5	0.001467888198884221	0.6411370393374098	10.642321040935526	11.283458080272935
ENST00000307526.3	CMTM8	1	0	1.9883891795789192e-5	0.001477733856725853	-1.5357976223223846	6.509986607246033	4.9741889849236465
MSTRG.17709.1	MSTRG.17709	0	0	1.988817796962708e-5	0.001477733856725853	0.6315077912768063	10.738584425658063	11.37009221693487
ENST00000403106.5	FGA	1	0	1.9965812197296458e-5	0.0014820716735885146	-7.770626662941652	10.364582329660083	2.5939556667184274
ENST00000589913.3	RPL27	1	0	2.0009107893503482e-5	0.0014838546226572423	0.7223392074616474	9.57505277997262	10.297391987434265
ENST00000526143.2	BCL9L	1	0	2.0174216484216303e-5	0.0014943434551731442	-1.7838338882686124	8.675760597898167	6.891926709629552
ENST00000301071.9	TUBA1A	1	0	2.018937076503462e-5	0.0014943434551731442	1.081858673491162	11.947718264209842	13.029576937701004
ENST00000469613.3	BAP1	1	0	2.0311854509553973e-5	0.001501965057235289	6.884064172167459	-0.9999989179239734	5.884065254243486
MSTRG.28376.1	MSTRG.28376	0	1	2.047429033695833e-5	0.0015125234618695214	2.9228726964644585	2.584681336014837	5.507554032479295
MSTRG.14820.5	MSTRG.14820	0	0	2.065876617812835e-5	0.0015241701712382537	-0.8316072289053937	10.035969555859031	9.204362326953637
ENST00000498340.3	FAM98A	1	0	2.0671546809731957e-5	0.0015241701712382537	0.9827555121266657	7.845901783750927	8.82865729587759
ENST00000448803.4	ZSCAN2	1	0	2.0932514178503874e-5	0.001541935065950902	-1.1897620125814468	7.7206804459983385	6.530918433416891
ENST00000547639.3	ANKRD13A	1	0	2.1176355494807103e-5	0.0015584056567148818	2.4074740943316657	4.054506383956262	6.461980478287927
ENST00000397885.2	KIAA0020	1	0	2.1285647778168074e-5	0.0015649525396562024	0.5919644454046119	11.400813572462551	11.992778017867163
ENST00000571542.3	TRIM16L	1	0	2.132480097227585e-5	0.0015663351187432044	0.8551199199324527	8.571705255508757	9.426825175441207
ENST00000292408.6	FGFR4	1	0	2.155633073349191e-5	0.001581831907408967	-1.4215025995850719	9.277638811797242	7.856136212212171
ENST00000536300.1	SP6	1	0	2.1660988422996875e-5	0.0015879980055590768	-7.580116575292934	6.5801191897219855	-0.999997385570951
ENST00000580026.3	DDX5	1	0	2.181253510448874e-5	0.0015975865982285726	-1.4989896779347025	7.1711834385687805	5.672193760634077
ENST00000405309.5	PATZ1	1	0	2.1964832722251114e-5	0.0016072119091831976	2.05521997745308	6.321571078640525	8.376791056093603
ENST00000479733.3	COL13A1	1	0	2.2092787747169705e-5	0.0016150394324918162	4.062217667105772	2.567948480459271	6.630166147565043
ENST00000484238.4	TERT	1	0	2.2177665269916783e-5	0.001619706014689169	-2.179666021104206	6.409670244639901	4.230004223535694
ENST00000468019.3	RPL7A	1	0	2.2268341814494326e-5	0.0016243575797505545	1.0492426852908716	7.553798549572981	8.603041234863852
ENST00000547666.1	APAF1	1	0	2.2283560079200093e-5	0.0016243575797505545	-6.395706685740686	5.395706685740687	-1
ENST00000338595.4	GSTO2	1	0	2.239727972559334e-5	0.00163110255575875	1.7842519574396736	4.456825998364058	6.241077955803731
ENST00000487774.1	C7orf49	1	0	2.256564777655871e-5	0.0016418108401665026	-1.7631101438501673	6.423152889022945	4.6600427451727775
ENST00000330010.10	NEXN	1	0	2.2778486401418384e-5	0.0016557313953937515	0.9556751840183171	8.248479126775516	9.204154310793832
ENST00000262213.4	TRAM1	1	0	2.2905449906720737e-5	0.0016633894504430586	-0.9070745476884787	14.256408915376753	13.349334367688273
ENST00000417154.3	GLS	1	0	2.3038083849226653e-5	0.001671444467918869	1.4001630210346665	7.036457421001239	8.436620442035904
ENST00000394863.5	TGFB1I1	1	0	2.318740538586525e-5	0.001680693883604284	1.0455877773679978	9.208894954735616	10.25448273210361
ENST00000545215.3	LDHA	1	0	2.352058668727723e-5	0.0017032400766006956	-1.1481205001146975	10.494873801283992	9.346753301169294
ENST00000425460.3	MYH14	1	0	2.3568265846309713e-5	0.0017050887218528034	-6.9964463349464205	7.476994524251451	0.4805481893050283
ENST00000375784.5	CLIC1	1	0	2.384142954069175e-5	0.001715179179209186	0.7199016903039485	10.116508655709369	10.836410346013315
ENST00000400052.5	CLIC1	1	0	2.384142954069175e-5	0.001715179179209186	0.7199016903039485	10.116508655709369	10.836410346013315
ENST00000418285.4	CLIC1	1	0	2.384142954069175e-5	0.001715179179209186	0.7199016903039485	10.116508655709369	10.836410346013315
ENST00000422167.4	CLIC1	1	0	2.384142954069175e-5	0.001715179179209186	0.7199016903039485	10.116508655709369	10.836410346013315
ENST00000425464.4	CLIC1	1	0	2.384142954069175e-5	0.001715179179209186	0.7199016903039485	10.116508655709369	10.836410346013315
ENST00000456863.4	CLIC1	1	0	2.384142954069175e-5	0.001715179179209186	0.7199016903039485	10.116508655709369	10.836410346013315
ENST00000394597.4	RFFL	1	0	2.39051956433284e-5	0.0017181608263646033	-0.8195714719189535	10.216876276841765	9.397304804922811
MSTRG.22923.1	MSTRG.22923	0	0	2.4036391611460983e-5	0.0017259788405554405	-0.8425757541603505	10.534331291779802	9.691755537619448
ENST00000605322.1	AKR1C3	1	0	2.4066662717699406e-5	0.0017265419347813112	-1.2238935302210978	7.589694054707729	6.365800524486629
ENST00000374695.5	HSPG2	1	0	2.4096703950336988e-5	0.001727087504641611	0.6530300656806622	11.958549180263294	12.611579245943954
ENST00000467067.1	ERRFI1	1	0	2.41503201536003e-5	0.0017293201808964564	-1.3050542378602765	7.449526419278678	6.1444721814184
ENST00000551812.3	BAZ2A	1	0	2.438914383504043e-5	0.00174479844329917	-0.6734328733409016	11.437093389970345	10.763660516629443
ENST00000463335.1	ANTXR1	1	0	2.4629730395364413e-5	0.0017603739616007116	-1.1359584214338039	8.261810327310002	7.125851905876197
ENST00000344338.5	DMBT1	1	0	2.4771172686697817e-5	0.0017655268778805674	4.950515141102433	1.1525452414674853	6.103060382569919
ENST00000368955.5	DMBT1	1	0	2.4771172686697817e-5	0.0017655268778805674	4.950515141102433	1.1525452414674853	6.103060382569919
ENST00000303400.6	MAEA	1	0	2.4789946906946614e-5	0.0017655268778805674	0.6371317779159891	10.554523162738006	11.191654940653995
MSTRG.4331.6	MSTRG.4331	0	0	2.479356892304056e-5	0.0017655268778805674	2.128397331112118	10.021398666163613	12.14979599727573
ENST00000507089.3	UGDH	1	0	2.4868030168661545e-5	0.0017691925677385024	2.012711817574119	7.811063491047399	9.823775308621517
ENST00000375071.3	CDA	1	0	2.5140631742088275e-5	0.0017869348195851608	1.6670976027409996	8.347283275591447	10.014380878332446
ENST00000599937.3	CPT1C	1	0	2.5236173934987815e-5	0.0017920709972265288	1.2699180087129733	6.88667508427797	8.156593092990942
ENST00000542498.3	HPGD	1	0	2.5319604259795517e-5	0.0017963384120795202	-5.802727092893144	4.802727092893145	-1
ENST00000261200.6	ABCC9	1	0	2.5444429860077244e-5	0.001803532115413597	2.5690342633517536	3.155951310178129	5.7249855735298825
ENST00000282588.6	ITGA1	1	0	2.5568294349589878e-5	0.0018106445208356762	1.1236699117220985	7.273971251178783	8.39764116290088
ENST00000263735.6	EPCAM	1	0	2.561549721987908e-5	0.0018107739789223964	-3.834188605888957	6.803603834270133	2.9694152283811732
ENST00000578824.3	ACADVL	1	0	2.5617169583726174e-5	0.0018107739789223964	1.2226152095318303	7.236725546338557	8.459340755870384
MSTRG.14378.10	MSTRG.14378	0	0	2.5727095420607037e-5	0.0018168758020110714	-1.6333165052064	8.29947807187202	6.666161566665618
MSTRG.22986.3	MSTRG.22986	0	0	2.5758990745760883e-5	0.0018174608896759262	1.1752525237227431	8.125245914679665	9.300498438402407
ENST00000355097.4	ENTPD2	1	0	2.598079715936922e-5	0.0018314320722864145	-5.687884422559635	4.6878844225596374	-1
MSTRG.19194.9	MSTRG.19194	0	0	2.660648080843021e-5	0.0018721413174113135	0.6471914515115272	11.302937954837278	11.950129406348804
ENST00000356825.6	SMAD2	1	0	2.661940746404455e-5	0.0018721413174113135	-0.8150726392302418	9.815085673737872	9.00001303450763
ENST00000530439.1	ADM	1	0	2.6655984617182002e-5	0.0018721413174113135	-1.4501253076188214	7.529083448255598	6.078958140636775
ENST00000266085.6	TIMP3	1	0	2.6678773338690907e-5	0.0018721413174113135	-4.677104093559618	4.952180785884227	0.27507669232460813
MSTRG.22909.3	MSTRG.22909	0	0	2.6717322860316195e-5	0.0018721413174113135	6.5724385187615155	-0.9999995238866839	5.572438994874831
ENST00000490820.2	CREBZF	1	0	2.6746288709653967e-5	0.0018721413174113135	-1.1402630817291073	9.654752211013466	8.514489129284359
ENST00000403729.4	ANTXR2	1	0	2.6751576478399883e-5	0.0018721413174113135	2.4122346357436655	6.212686229016931	8.624920864760597
ENST00000527432.3	RBM25	1	0	2.675286707915929e-5	0.0018721413174113135	-0.6931310513329756	11.060636574872603	10.367505523539625
MSTRG.4805.5	MSTRG.4805	0	0	2.6927296647309413e-5	0.0018826362525158373	4.143622443431843	3.608049282328401	7.751671725760242
ENST00000452755.4	SPOCD1	1	0	2.7112078612891008e-5	0.001893835277118431	4.684107467298673	4.4271624362476	9.111269903546273
MSTRG.17974.3	MSTRG.17974	0	0	2.721982489201056e-5	0.0018996377703647297	-2.0085585220035713	7.706577758677612	5.698019236674039
ENST00000320285.6	AGPAT4	1	0	2.7259920648046623e-5	0.0019003231316103318	0.9429411165594654	7.636001710260065	8.57894282681953
MSTRG.19903.3	MSTRG.19903	0	0	2.7289020437658756e-5	0.0019003231316103318	0.8993607727210327	9.61134748723292	10.510708259953951
ENST00000397292.5	PLAA	1	0	2.7303706088325432e-5	0.0019003231316103318	0.679274017865575	10.016739154834832	10.696013172700406
ENST00000444746.4	RIF1	1	0	2.7683427089078258e-5	0.0019250109909990758	1.0884363096881093	9.323487377039347	10.411923686727455
MSTRG.25726.11	MSTRG.25726	0	0	2.774981407372223e-5	0.0019278857743257366	-6.887203853750259	7.379324770034529	0.49212091628426924
ENST00000421752.1	NUP62CL	1	0	2.7947283962693784e-5	0.0019398539924222536	-1.710974539395502	6.569291275640114	4.8583167362446105
ENST00000328333.10	COL7A1	1	0	2.8341027315523895e-5	0.0019654119456460205	0.8607015003999255	12.983400880538488	13.844102380938411
