transcript_id	gene_name	known_status	length	single_exon	TSS	polyAsite	PC_potential	lncRNAregions	intergenic	ref_biotype	type	pval	qval	esti_log2FC	mean_obs_control	mean_obs_condition
ENST00000359263.6	MYOF	Known	175764	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	7.11816824141406e-05	0.00404978002009852	0.512581485712635	13.6377815559157	14.1503630416284
ENST00000359273.5	BCS1L	Known	3787	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	4.30574325836448e-05	0.00275972688425581	0.805532286265006	8.7918648805829	9.59739716684791
ENST00000359331.6	SLAMF7	Known	15530	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00206870991083445	0.0497790193205075	4.94699140340691	0.469155063354802	5.41614646676171
ENST00000359359.4	C6orf89	Known	52685	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000483003075888647	0.0175875722671147	5.64864041074766	0.534722525487501	6.18336293623517
ENST00000359362.5	EDARADD	Known	89498	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000746839832929371	0.0241857340426606	-1.41120296138756	7.09918085428035	5.68797789289279
ENST00000359370.8	FGF1	Known	29164	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.92186551953866e-07	3.03154594462146e-05	4.38636807446262	2.37392799465359	6.76029606911622
ENST00000359426.6	HK1	Known	83038	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	8.10243514670959e-27	2.22750410817237e-23	1.45753753881261	11.3416800728462	12.7992176116588
ENST00000359534.3	KCNK5	Known	40477	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	2.51577909628199e-07	3.79719857832351e-05	-6.7528736618474	7.05709043098175	0.304216769134344
ENST00000359564.2	DSE	Known	67330	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	5.34387096693497e-06	0.000504111710075678	0.926142847289128	9.75727454478362	10.6834173920727
ENST00000359579.4	AKR1B10	Known	13816	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	3.20603206822324e-05	0.00217054292449974	-1.410486664566	16.239961400935	14.829474736369
ENST00000359595.5	HAPLN3	Known	18338	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.27219940305649e-06	0.000152065362498571	-1.46158705176521	9.35634154532166	7.89475449355644
ENST00000359651.5	ELF3	Known	8064	No	No	Yes	coding	Yes	No	protein_coding	prot_coding	8.32011871165021e-08	1.51408458171796e-05	-2.48326758817832	7.27080503412358	4.78753744594526
ENST00000359787.3	MB	Known	16590	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000464042897673503	0.0170504201117963	-1.85646970052896	6.2587667734466	4.40229707291764
ENST00000360105.6	NFIX	Known	74216	No	Yes	Yes	coding	Yes	No	protein_coding	prot_coding	0.000702947061030831	0.0231837000501158	0.903989973295586	6.85627761219528	7.76026758549087
ENST00000360270.6	MSN	Known	74261	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	3.28700826484888e-05	0.00221368359757894	0.749849183616739	14.3257321899033	15.07558137352
ENST00000360472.6	PEA15	Known	10039	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000432980397766986	0.0162424620267589	0.731843328954607	11.8661687502758	12.5980120792304
ENST00000360526.5	CES1	Known	30305	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	2.14685356681818e-06	0.000244465010374205	-4.59303624814808	8.89038455484295	4.29734830669487
ENST00000360564.3	MMP17	Known	23378	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	6.42088377579517e-05	0.00374610279907149	-6.6867982805301	5.68679828053011	-1
ENST00000360568.5	P4HA2	Known	35472	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	7.30096049288936e-15	5.3019437345391e-12	1.4382505358386	9.17416251177505	10.6124130476136
ENST00000360578.6	TPPP	Known	33533	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00104143368081046	0.0307504566351158	-1.60421309382697	5.71400730652279	4.10979421269582
ENST00000360647.6	ZNF148	Known	149793	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000183794810463319	0.0084566486103018	-0.946736972276463	9.440095927759	8.49335895548254
ENST00000360655.6	NAV2	Known	770874	No	No	Yes	coding	Yes	No	protein_coding	prot_coding	4.85615625875067e-05	0.00304904029632831	8.34505537543033	-0.985203898224673	7.35985147720566
ENST00000360694.5	PPARD	Known	85633	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	2.85932346848435e-06	0.00030612259058904	0.98089055601146	8.20518873448885	9.18607929050031
ENST00000360697.4	ADARB1	Known	54918	No	No	Yes	coding	No	No	protein_coding	prot_coding	1.97112091121289e-07	3.09024387744266e-05	1.0986292455888	8.29556841903805	9.39419766462685
ENST00000360911.5	ZMYND8	Known	147492	No	Yes	Yes	coding	Yes	No	protein_coding	prot_coding	0.000599166772523483	0.0206547517458756	-0.944780585763346	8.90558880578359	7.96080822002024
ENST00000360938.5	ETS2	Known	19124	No	No	Yes	coding	No	No	protein_coding	prot_coding	1.86736427340762e-11	7.67303479275215e-09	0.905680127523649	11.7643705468834	12.670050674407
ENST00000360961.8	MPC1	Known	18079	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000867670348655876	0.026942581859009	1.35001452932521	5.98826521005424	7.33827973937945
ENST00000361143.7	ABHD14B	Known	5513	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000620708963968924	0.0211604578916899	0.732790125288304	8.49763149434611	9.23042161963442
ENST00000361175.6	PAPSS2	Known	88092	No	No	Yes	coding	No	No	protein_coding	prot_coding	1.59574394742037e-08	3.52975809886719e-06	0.8050735104382	11.0699962580203	11.8750697684585
ENST00000361183.5	CAPZA2	Known	59576	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000402750880345854	0.0155479210212552	-1.07282004946908	11.3247372833878	10.2519172339187
ENST00000361204.6	SREBF2	Known	74203	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00106172251811331	0.0311543832971582	-0.578472936970429	11.3551248424286	10.7766519054581
ENST00000361298.6	NGFRAP1	Known	1737	No	Yes	Yes	noncoding	No	No	protein_coding	prot_coding	0.00144419943216072	0.0385472051627724	0.443084619450686	11.5278966146554	11.970981234106
ENST00000361390.2	MT-ND1	Known	955	Yes	Yes	No	noncoding	No	No	protein_coding	prot_coding	0.000334886607511093	0.0135412653573058	0.558744348255079	16.2076927875133	16.7664371357683
ENST00000361452.6	NF2	Known	94977	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	9.52206317676957e-10	2.76596172512525e-07	1.47407781425019	8.0098877592712	9.48396557352139
ENST00000361453.3	MT-ND2	Known	1041	Yes	Yes	No	coding	No	No	protein_coding	prot_coding	0.000147049361672479	0.0072052315171626	0.533580993041701	15.6372323831556	16.1708133761973
ENST00000361503.6	CES1	Known	30137	No	Yes	No	coding	No	No	protein_coding	prot_coding	6.08746614501847e-09	1.48289519444648e-06	-4.77839784726677	8.45631816010034	3.67792031283356
ENST00000361538.4	ECI2	Known	19891	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	5.57252896528651e-05	0.00336965092035239	1.02023682023765	8.98809404265242	10.0083308628901
ENST00000361575.3	RPL39	Known	5137	No	Yes	Yes	noncoding	No	No	protein_coding	prot_coding	0.000847820312500071	0.0265079870817701	0.433087928555509	14.2489297591144	14.6820176876699
ENST00000361580.4	KIFAP3	Known	153369	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	2.32932144771842e-06	0.000260987739249639	0.817682865743112	9.43166755294149	10.2493504186846
ENST00000361661.4	SLC26A1	Known	5779	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00188112862298569	0.0463075273462007	-4.93050793867182	3.93050793867183	-1
ENST00000361686.6	ST6GAL2	Known	85507	No	Yes	Yes	coding	Yes	No	protein_coding	prot_coding	7.15570201389183e-06	0.000641239201307743	-2.28696321153754	10.0770971611682	7.79013394963063
ENST00000361689.4	MACF1	Known	402820	No	Yes	Yes	coding	Yes	No	protein_coding	prot_coding	0.00138522899493796	0.037599002941939	-7.12354608478543	8.8030072879155	1.67946120313008
ENST00000361713.1	ANKRD30A	Known	106710	No	No	No	coding	No	No	protein_coding	prot_coding	2.50705555225324e-06	0.000276088147705004	-4.18675309284197	7.30412024435339	3.11736715151142
ENST00000361716.5	VAMP1	Known	8750	No	Yes	Yes	noncoding	No	No	protein_coding	prot_coding	7.73870474712534e-05	0.00431981345409331	-1.07136007654968	9.15517206007941	8.08381198352972
ENST00000361752.5	QKI	Known	163953	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00176609859403978	0.0443132561531431	-1.16063432827965	8.24247443347324	7.08184010519359
ENST00000361956.5	SMOC1	Known	151311	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.23931755189745e-07	2.13420463517696e-05	1.11919539220517	8.34154455287894	9.46073994508412
ENST00000362032.6	SUCNR1	Known	10976	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00172641414688453	0.0436720939154554	-2.83857326652377	4.73805039393331	1.89947712740954
ENST00000362065.6	FAN1	Known	39235	No	Yes	Yes	coding	Yes	No	protein_coding	prot_coding	0.00172891415395184	0.0437104153599877	0.771930036174477	9.15666521585239	9.92859525202686
ENST00000362074.7	NOTCH2NL	Known	73674	No	Yes	No	coding	No	No	protein_coding	prot_coding	0.00199293473290743	0.0483486091821668	6.16774483475669	0.909287106762028	7.07703194151872
ENST00000366527.3	HNRNPU-AS1	Known	6265	No	No	Yes	noncoding	Yes	No	antisense	lncRNA	3.54325572951133e-05	0.00234723921076242	-1.24928741799848	8.38865212186121	7.13936470386273
ENST00000366554.2	OPN3	Known	47237	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000785227913657274	0.025080700875351	-1.11467078357946	8.55754952885719	7.44287874527773
ENST00000366576.3	MTR	Known	64802	No	No	No	coding	No	No	protein_coding	prot_coding	0.000237840198016064	0.0103770915336141	1.10698748389308	7.5316113216157	8.63859880550878
ENST00000366609.3	IRF2BP2	Known	5256	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00116847673666677	0.0332762980978165	-0.662211302780684	10.5398546788243	9.87764337604362
ENST00000366612.1	COA6	Known	10345	No	Yes	Yes	noncoding	No	No	protein_coding	prot_coding	0.00161161202619879	0.0415045362799279	1.44989275795493	4.38975905157489	5.83965180952982
ENST00000366613.1	COA6	Known	10362	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00090021790120824	0.0276410344560458	1.30696437359642	4.94606443623859	6.25302880983502
ENST00000366621.5	KCNK1	Known	58508	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000985324831000209	0.029501108329795	-1.38677720154935	7.76860364235371	6.38182644080436
ENST00000366622.1	MLK4	Known	9364	No	No	Yes	coding	No	No	protein_coding	prot_coding	0.00067945033992443	0.0225439865587771	-1.62819921124167	9.48417456704513	7.85597535580346
ENST00000366623.5	MLK4	Known	46366	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	5.22009139246067e-05	0.00320948063192847	-1.19969555924687	7.32587959932167	6.1261840400748
ENST00000366691.3	RHOU	Known	11592	No	Yes	No	coding	No	No	protein_coding	prot_coding	0.000863266163774619	0.0268283188503465	-2.35794765160762	8.25745422261247	5.89950657100485
ENST00000366728.4	GUK1	Known	8665	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00120891291546267	0.0340250418623655	4.92495748472384	0.468841277568856	5.3937987622927
ENST00000366816.3	H3F3A	Known	9672	No	Yes	No	coding	No	No	protein_coding	prot_coding	4.78072586303114e-21	7.66679030746975e-18	10.2034614457801	-1	9.20346144578006
ENST00000366835.5	TMEM63A	Known	36833	No	Yes	Yes	coding	Yes	No	protein_coding	prot_coding	0.000946427552127745	0.0287389166391075	0.717052383586406	7.91555157653274	8.63260396011915
ENST00000366899.3	DUSP10	Known	40752	No	No	Yes	coding	No	No	protein_coding	prot_coding	2.46915346857583e-08	5.20997847970796e-06	1.85411443146123	6.00621168333948	7.86032611480071
ENST00000366903.7	HLX	Known	5659	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000915138789081663	0.0279986639774003	1.54747375810582	5.89629787464445	7.44377163275027
ENST00000366956.7	PTPN14	Known	202527	No	Yes	Yes	coding	Yes	No	protein_coding	prot_coding	0.000921052982951659	0.0281125675926526	0.483816896720483	10.8681965718595	11.35201346858
ENST00000366957.7	SMYD2	Known	55898	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00132663166595642	0.0363416817616823	0.549545674444604	9.6533791418015	10.2029248162461
ENST00000366971.6	FLVCR1	Known	41108	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.33949995435675e-05	0.00106793068227949	-1.06202279205916	10.0581167135857	8.99609392152653
ENST00000366992.5	INTS7	Known	94164	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00108022376218422	0.0315568821789961	5.89658479595868	0.751548073897928	6.64813286985661
ENST00000367009.2	HHAT	Known	236713	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.83013969946812e-05	0.00138523759730539	2.0599306916393	6.02143364003806	8.08136433167736
ENST00000367070.5	C4BPA	Known	40710	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00142209161941109	0.0381507249629159	-5.18143057401496	5.80274354339021	0.621312969375247
ENST00000367089.5	DYNLT1	Known	8265	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000290765265455849	0.0121612708302733	0.602890741866	9.88950883371694	10.4923995755829
ENST00000367109.4	DYRK3	Known	13657	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000927372911563997	0.0282812938585058	1.03972108982685	6.99810153407684	8.0378226239037
ENST00000367128.5	FAM72A	Known	16694	No	No	No	coding	No	No	protein_coding	prot_coding	1.32923106643377e-05	0.00106251526272972	-0.833557357445717	9.58113136587554	8.74757400842982
ENST00000367157.3	NUAK2	Known	19696	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	9.02269929807367e-06	0.000783021785645791	-0.681243500119487	10.9853847007799	10.3041412006604
ENST00000367166.4	TFB1M	Known	56975	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00046256606614464	0.0170042731965692	0.818398959036359	7.43408600043548	8.25248495947183
ENST00000367218.5	ATP2B4	Known	117292	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00147121591515214	0.0389576152393073	6.3374375075949	0.9690168660305	7.3064543736254
ENST00000367225.4	RGS17	Known	39584	No	No	Yes	coding	No	No	protein_coding	prot_coding	6.40169024830384e-05	0.00374455098969366	-1.40800796765421	7.69077754130829	6.28276957365408
ENST00000367249.6	CYB5R1	Known	5411	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00167429258135596	0.0426895758939089	0.643464347135716	8.84809575084303	9.49156009797874
ENST00000367283.5	ELF3	Known	5422	No	Yes	Yes	coding	Yes	No	protein_coding	prot_coding	0.000263238326604805	0.0112511364059178	-3.12447267482766	10.1126019880068	6.98812931317916
ENST00000367302.3	NAV1	Known	200417	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.56370691913882e-07	2.56651316662151e-05	1.12949025015354	8.6164191754984	9.74590942565193
ENST00000367303.6	RMND1	Known	47270	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000855949966483864	0.0267079288893508	0.723955330801592	7.97730645383997	8.70126178464156
ENST00000367332.3	TMEM9	Known	19728	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00066693902338887	0.0221862425252399	1.67399360690446	5.04016472357194	6.71415833047639
ENST00000367334.7	TMEM9	Known	19722	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.10441015945024e-07	1.92775920281182e-05	1.01121559361045	10.6536203962141	11.6648359898245
ENST00000367342.6	C1orf106	Known	24394	No	No	Yes	coding	No	No	protein_coding	prot_coding	1.17928308241925e-05	0.000974009375916166	-0.717141465295483	10.6732295444535	9.95608807915803
ENST00000367351.3	ULBP2	Known	7235	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	9.49303098172563e-07	0.00011843517761431	1.66875199018861	5.14936159306409	6.8181135832527
ENST00000367449.3	UCHL5	Known	41004	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00104079026989389	0.03074325119172	1.03057105017329	7.35052264499566	8.38109369516894
ENST00000367451.6	UCHL5	Known	43187	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000959417692615723	0.0289847314460285	1.0489559114107	7.09254367677045	8.14149958818115
ENST00000367468.7	PTGS2	Known	8636	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	4.07534716519443e-05	0.00264286435328704	-2.43624897544984	8.99055629986575	6.5543073244159
ENST00000367495.3	RAB32	Known	11272	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00101043228184865	0.030030905698789	0.586468899294863	9.20363186887125	9.79010076816611
ENST00000367602.5	QSOX1	Known	49196	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000333814021467667	0.0135412653573058	1.51198175191009	9.40818403133525	10.9201657832454
ENST00000367635.5	RALGPS2	Known	194938	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000385706725450002	0.0150560581161079	0.734581846000828	9.09970825519765	9.83429010119848
ENST00000367651.3	CITED2	Known	2813	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.57623173122696e-13	9.26210610493572e-11	1.42456166598581	8.40971949491126	9.83428116089707
ENST00000367815.6	ATP1B1	Known	25696	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00072019436818244	0.0236209637322453	-0.49439253266129	11.4913854152726	10.9969928826113
ENST00000367976.3	CTGF	Known	3197	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	6.74915178187576e-22	1.20820803886849e-18	2.47725405239811	8.86780550470583	11.3450595571039
ENST00000368042.5	SLAMF7	Known	15553	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00065191179322925	0.0218563650293589	4.96105829019479	0.817527340242622	5.77858563043742
ENST00000368043.5	SLAMF7	Known	15556	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000471101167944862	0.0172110432963086	3.26950812163341	5.09208133524788	8.36158945688129
ENST00000368076.1	PEA15	Known	9955	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	2.90485544108194e-06	0.000309705065496073	1.1575203879839	8.09489952127152	9.25241990925542
ENST00000368172.1	KIRREL	Known	13582	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00105631274884959	0.0310350330031277	1.02123966730538	10.2411179799621	11.2623576472674
ENST00000368289.4	ECHDC1	Known	53482	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	8.0263796619182e-05	0.00444813986490624	-6.68231632935307	5.68231632935307	-1
ENST00000368298.2	LMNA	Known	2154	No	No	No	coding	No	No	retained_intron	lncRNA	0.0011052100060577	0.0320315326190902	1.30558845982679	5.55859030289458	6.86417876272137
ENST00000368336.7	DAP3	Known	49952	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00029650928257341	0.0123508631194012	0.692439849511122	9.41601851731708	10.1084583668282
ENST00000368404.6	SLC50A1	Known	3003	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000505079423678991	0.0181795804349865	0.805508281997618	7.86861883781126	8.67412711980887
ENST00000368528.3	AC098614.2	Known	744	Yes	Yes	No	coding	No	No	processed_pseudogene	other	0.00010557855893076	0.00552489512631753	1.12076355327968	6.19096683558841	7.31173038886809
ENST00000368575.3	RAB13	Known	4701	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000669414838098073	0.0222397695262302	0.534108555106191	11.5555437581434	12.0896523132496
ENST00000368599.3	FAM26E	Known	13146	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.17486775098789e-09	3.36199980921169e-07	2.76143270218992	3.77852476474232	6.53995746693224
ENST00000368656.4	FAM229B	Known	15191	No	Yes	Yes	noncoding	No	No	protein_coding	prot_coding	3.16967581611687e-05	0.00215160613136886	1.10870895566901	6.65071095122781	7.75941990689682
ENST00000368705.2	S100A16	Known	1982	No	Yes	Yes	noncoding	No	No	protein_coding	prot_coding	7.60509355653483e-11	2.76140229576123e-08	1.17797403879458	8.92075630052455	10.0987303393191
ENST00000368706.6	S100A16	Known	6197	No	Yes	Yes	noncoding	No	No	protein_coding	prot_coding	1.36944192762992e-05	0.0010845219265758	0.666447884212021	11.7189300800953	12.3853779643073
ENST00000368708.5	S100A2	Known	4757	No	Yes	Yes	noncoding	No	No	protein_coding	prot_coding	6.07168702173922e-08	1.15118288638527e-05	1.35906222014687	6.8218249051142	8.18088712526107
ENST00000368719.6	S100A6	Known	1623	No	No	Yes	noncoding	No	No	protein_coding	prot_coding	0.000193960717869906	0.00883462377483537	0.672174271139846	14.4612427840655	15.1334170552053
ENST00000368843.5	SNX27	Known	87009	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.03349481912799e-10	3.61615139509162e-08	-9.3310296258429	8.34052796945567	-0.990501656387239
ENST00000368849.5	TUFT1	Known	43278	No	Yes	Yes	coding	Yes	No	protein_coding	prot_coding	0.00127224233050221	0.0353736981514342	1.24667092639386	8.13246827619018	9.37913920258404
ENST00000368873.3	PI4KB	Known	35279	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000371260948126669	0.0146464781331465	0.844951524103262	8.67355411651532	9.51850564061859
ENST00000368886.7	IKZF5	Known	18011	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00177990981474899	0.0445437011380287	-0.648999682802246	8.80394234017782	8.15494265737557
ENST00000368890.6	PIP5K1A	Known	50978	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	3.89707520492487e-08	7.73157623838921e-06	8.60209964274162	-0.99967462313652	7.6024250196051
ENST00000368921.4	MLLT11	Known	10739	No	No	Yes	noncoding	No	No	protein_coding	prot_coding	3.82374889563637e-12	1.78388314387516e-09	1.01356245624767	10.6321932622917	11.6457557185393
ENST00000368947.6	ANXA9	Known	13617	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000843009756881126	0.0263897365007883	-2.65794462421445	5.37085446848008	2.71290984426563
ENST00000368955.5	DMBT1	Known	83071	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	2.47711726866978e-05	0.00176552687788057	4.95051514110243	1.15254524146749	6.10306038256992
ENST00000369004.5	TACC2	Known	90771	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000579809669265609	0.0201705024917985	-1.12193190701122	7.86791049479001	6.74597858777879
ENST00000369047.6	ECM1	Known	5704	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000700786770822339	0.0231322741241815	3.87257666546687	3.92679487004565	7.79937153551252
ENST00000369144.5	EIF3A	Known	47134	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000852150389986777	0.02660015432685	-0.454303032874226	12.4492978695858	11.9949948367116
ENST00000369162.4	ASCC3	Known	373170	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00204304580087083	0.0493156276618483	0.434654293797866	11.3129387401038	11.7475930339017
ENST00000369258.6	CHD1L	Known	53078	No	Yes	Yes	coding	Yes	No	protein_coding	prot_coding	5.32160713293234e-05	0.00325112184342645	0.617596620007541	10.6327791029016	11.2503757229091
ENST00000369367.5	SCAF11	Known	71434	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	6.20906560862704e-05	0.00366811391677117	-0.586196598157185	11.5594174039774	10.9732208058202
ENST00000369390.5	FAM72B	Known	16694	No	No	No	coding	No	No	protein_coding	prot_coding	0.00117368747467619	0.0333629766389029	-0.728025702661447	9.11703205332619	8.38900635066474
ENST00000369516.4	TSPAN2	Known	41453	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.27342020014398e-08	2.88306078666126e-06	1.604527064742	6.02844466921963	7.63297173396162
ENST00000369583.3	DUSP5	Known	13706	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	3.93109642844622e-06	0.000394015637724615	-0.902339611508599	9.84945394126766	8.94711432975906
ENST00000369645.3	MOV10	Known	26252	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	7.20048491518641e-05	0.00407552740673753	0.898544793402171	8.68861503953261	9.58715983293478
ENST00000369663.7	TBX18	Known	31917	No	Yes	No	coding	No	No	protein_coding	prot_coding	8.7425001348897e-06	0.000762792825784143	-1.73363211041086	9.7792550970926	8.04562298668173
ENST00000369682.3	PLXNA3	Known	15365	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.56234212382654e-06	0.000183050851850526	1.06996515172758	8.12503245903884	9.19499761076642
ENST00000369705.3	ME1	Known	220682	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.001541538456421	0.0401024014058531	-0.438413765191734	11.959421045427	11.5210072802353
ENST00000369713.7	GSTO1	Known	12722	No	No	Yes	coding	No	No	protein_coding	prot_coding	0.000428610111259724	0.01612566986043	0.615608519102825	11.5073766136966	12.1229851327994
ENST00000369727.3	SFR1	Known	4220	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000613552368797489	0.0210188788130504	0.852886566113408	7.46200269330928	8.31488925942269
ENST00000369805.5	EPS8L3	Known	13946	No	No	Yes	coding	No	No	protein_coding	prot_coding	6.46578335533871e-05	0.0037562501484888	-5.73437267379781	4.73437267379781	-1
ENST00000369807.3	DNASE1L1	Known	7518	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.0001921713099646	0.00878430577621439	0.738174971734023	8.66210043841896	9.40027541015298
ENST00000369816.4	ELOVL4	Known	32768	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000141718380849704	0.0069910958072853	1.47256602911875	5.52386447168177	6.99643050080052
ENST00000369838.5	SH3BGRL2	Known	72376	No	Yes	Yes	noncoding	No	No	protein_coding	prot_coding	5.26109884888887e-07	7.19331449539819e-05	-2.0343066842185	6.51613287658094	4.48182619236244
ENST00000369856.5	FLNA	Known	22693	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000179163437375247	0.00828813937429951	0.688284902684045	15.8862488646467	16.5745337673307
ENST00000369937.4	CUEDC2	Known	9416	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.01167179285925e-07	1.78204713041022e-05	0.867489724475214	9.89260408074626	10.7600938052215
ENST00000370025.6	PRPF38B	Known	9480	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000433493551910367	0.0162537911083314	-0.617633027022264	10.6169446900048	9.99931166298252
ENST00000370035.5	FAM102B	Known	79238	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	2.77672594381036e-07	4.1665503504228e-05	0.900446801464616	9.19478353899441	10.095230340459
ENST00000370056.6	VAV3	Known	393984	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	3.49911654360489e-05	0.0023240623386085	-7.08856948536215	7.79849631715799	0.709926831795841
ENST00000370086.5	SSR4	Known	3866	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000277442392673475	0.0117279972876585	0.502775873397791	11.5121020405219	12.0148779139197
ENST00000370096.5	COL11A1	Known	232024	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	9.099932078911e-07	0.000114085581700054	2.22481412024369	9.01091858993288	11.2357327101766
ENST00000370152.5	HIAT1	Known	45280	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00185307511712987	0.0458810431943731	-0.50251479906477	10.5162827780479	10.0137679789831
ENST00000370207.4	F3	Known	12327	No	No	Yes	coding	No	No	protein_coding	prot_coding	0.000978949172644875	0.0293902380899706	4.70045522057035	1.06135052517865	5.761805745749
ENST00000370298.6	MTF2	Known	59843	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000330152052381181	0.0134111422354333	-0.731993129310524	9.27427907671963	8.54228594740911
